Site,EAP Acc#,Provenience (field number),ID Catalog# (cat#=element or portion),Specimen Catalog# (cat#=organism),Cantryll Test# (test#=analyst sample number),Period,Date,ID,Element,Side,Description completeness,Age (modern only),Fusion,Cantryll notes,Scapula HS,Scapula DHA,Scapula Ld,Scapula SLC,Scapula ASG,Scapula GLP,Scapula LG,Scapula BG,Humerus GLC,Humerus GL,Humerus Bp,Humerus Dp,Humerus SD,Humerus Bd,Humerus Dd,Humerus BT,Humerus HT,Humerus HTC,Radius GL,Radius Bp,Radius Dp,Radius BFp,Radius SD,Radius Bd,Radius Dd,Ulna GL,Ulna LO,Ulna DPA,Ulna SDO,Metacarpal GL,Metacarpal Bp,Metacarpal Dp,Metacarpal SDt,Metacarpal SDs,Metacarpal Bd,Metacarpal Dd,Metacarpal BFd,Pelvis LAR,Pelvis LAR,Femur GL,Femur GLC,Femur Dp,Femur Bp,Femur SD,Femur Bd,Femur Dd,Tibia GL,Tibia Bp,Tibia Dp,Tibia SD,Tibia Bd,Tibia Dd,Astragalus GLl,Astragalus GLm,Astragalus LLMc,Astraglus Bd,Astragalus Dl,Astragalus Dm,Astragalus Bp,Calcaneum GL,Calcaneum GB,Calcaneum GD,Calcaneum LB,Calcaneum LD,Metatarsal GL,Metatarsal Bp,Metatarsal Dp,Metatarsal SDt,Metatarsal SDs,Metatarsal Bd,Metatarsal Dd,Metatarsal BFd,Phalanx 1 GL,Phalanx 1 Bp,Phalanx 1 Dp,Phalanx 1 SDt,Phalanx 1 SDs,Phalanx 1 Bd,Phalanx 1 Dd,Phalanx 2 GL,Phalanx 2 Bp,Phalanx 2 Dp,Phalanx 2 SDt,Phalanx 2 SDs,Phalanx 2 Bd,Phalanx 2 Dd,,,,,,,,
Motul de San Jose,EAP0630,2A-5-6-14,3,n/a,230MSJ,Late Classic,,Odocoileus virginianus,acetabulum,R,0.4,,,230MSJ acetabulum Odocoileus v. this is the first intact archaeological specimen I’ve seen quite robust.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.97,39.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-9-2-1,1,n/a,238MSJ,Late Classic,,Odocoileus virginianus,metatarsal,L,proximal .8,,unfused,238MSJ Metatarsal Odocoileus v. proximal 80% complete distal end missing probably unfused have added the SDt-SDs measurements to metapodials.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.17,26.33,17.68,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-5-7-2,,n/a,236MSJ,Late Classic,,Mazama sp.,radius,L,proximal,,unfused,"236MSJ radius Mazama sp. Proximal 80% distal epiphysis unfused, label identifies specimen as Odocoileus v. clearly that is not the case here.",,,,,,,,,,,,,,,,,,,,21.62,13.33,20.95,6.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,15A-37-3-1,3,n/a,233MSJ,Terminal Classic,,Artidactyla,scapula,L,distal .2,,unfused,"233MSJ scapula Artidactyl distal 20% glenoid and scapula neck, glenoid process is broken or unfused could be peccary or Odocoileus v.",,,,21.69,,,27.1,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-5-3-2,14,n/a,211MSJ,Late Classic,,Odocoileus virginianus,calcaneum,,almost complete .8,,unfused,"211MSJ calcaneus Odocoileus v. superior crest missing, unfused. In spite of the apparent age difference from 210MSJ demonstrated by the unfused superior crest, 211 is a larger specimen. Comparative photo taken.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04,30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-5-3-1,3,n/a,208MSJ,Late Classic,,Odocoileus virginianus,1st phalanx,R,complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.35,13.51,17.16,10.14,,12.21,10.42,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-5-6-11,1,n/a,232MSJ,Late Classic,,Odocoileus virginianus,humerus,L,distal .8,,fused,232MSJ humerus Odocoileus v. distal 80% proximal end missing trowel trauma.,,,,,,,,,,,,,15.41,,,31.15,24.59,19.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-5-6-17,,n/a,221MSJ,Late Classic,,Odocoileus virginianus,radius,L,distal .4,,fused,221MSJ radius Odocoileus v. distal 40% carved,,,,,,,,,,,,,,,,,,,,,,,,29.88,20.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motul de San Jose,EAP0630,2A-1.7-1,1,n/a,200MSJ,Late Classic,,Odocoileus virginianus,astragalus,L,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,33.95,30.11,21.89,18.32,20.66,22.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46I-4-4,,n/a,767PN,"Chacalhaaz, early",730-810,Odocoileus virginianus,humerus,right,distal,,bridged distal,767PN humerus Odocoileus v. distal 80% distal epiphysis is fused but open.  ,,,,,,,,,,,,,14.47,33.81,31.76,31.63,,17.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-23E-13-1,,n/a,798PN,Chacalhaaz,A.d.750-850,Odocoileus virginianus,phalanx,,,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.97,12.6,16.12,9.93,,11.45,9.8,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-26-1,,n/a,705PN,"Chacalhaaz, late",810-830,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.98,12.64,17.51,9.93,,9.57,13.17,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-23-5,,n/a,754PN,"Chacalhaaz, Late",810-830,Odocoileus virginianus,humerus,left,distal,,fused,"754PN humerus Odocoileus v. distal 80% shaft is too fragile for measurement, distal condyles are eroded.",,,,,,,,,,,,,,,,32.51,24.04,18.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-49A-8-5,,n/a,774PN,,,Odocoileus virginianus,tibia,right,distal,,fused,774PN tibia Odocoileus v. distal 20% broken SD suspect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,30.66,23.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-61B-3-2,,n/a,811Pn,,,Odocoileus virginianus,astragalus,,complete,,fused,811PN astragalus Odocoileus v. complete extensive weathering no date listed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.53,31.56,27.44,21.22,16,18.15,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-19-5,,n/a,788PN,Yaxche (A.D. 620-750=~A.D. 685),A.D.620-750,Odocoileus virginianus,astragalus,,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.35,34.61,30.44,22.64,19.26,18.96,23.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-33F-58-2,,n/a,717PN,"Yaxche, Late",680-730/750,Odocoileus virginianus,astragalus,,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.89,31.72,28.02,20.57,17.92,18.3,21.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46H-2-1,,n/a,773PN,"Chacalhaaz, late",810-830,Mazama sp.,metatarsal,,proximal,,fused,773PN metatarsal Odocoileus v. proximal 80% distal condyles absent. Minor breakage proximal posterior edge of articulation.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93,16.22,9.94,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-54A-12-1,,n/a,802PN,"Chacalhaaz, late",810-?,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.52,12.48,17.41,,9.64,9.64,13.39,,,,,,,,
Piedras Negras,EAP0629,PN-52B-8-2,,n/a,812PN,,,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.81,12.45,16.88,,9.02,8.39,12.56,,,,,,,,
Piedras Negras,EAP0629,PN-41E-16-4,,n/a,780PN,,,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.72,13.81,18.01,,10.9,10.4,13.97,,,,,,,,
Piedras Negras,EAP0629,PN-46F-35-1,,n/a,781PN,"Chacalhaaz, late",810-830,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.1,11.06,15.27,,9.12,8.5,12.92,,,,,,,,
Piedras Negras,EAP0629,PN-33C-15-1,,n/a,745PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.83,12.83,16.75,,9.05,10,13.97,,,,,,,,
Piedras Negras,EAP0629,PN-33C-13-1,,n/a,746PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.92,12.66,17.23,,9.4,9.32,13.39,,,,,,,,
Piedras Negras,EAP0629,PN-33C-3-1,,n/a,747PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.56,12.09,16.73,,9.52,9.09,13.56,,,,,,,,
Piedras Negras,EAP0629,PN-33F-34-1,,n/a,739PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.92,12.53,16.07,,9.29,10.22,9.27,,,,,,,,
Piedras Negras,EAP0629,PN-23E-18-3,,n/a,723PN,Yaxche (A.D. 620-750=~A.D. 685),A.D.650-750,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.64,14.05,17.79,,10.9,10.28,14.61,,,,,,,,
Piedras Negras,EAP0629,PN-41D-12-3,,n/a,702PN,,,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.81,12.13,15.65,,9.89,8.82,12.52,,,,,,,,
Piedras Negras,EAP0629,PN-41D-12-3,,n/a,703PN,,,Odocoileus virginianus,"phalanx, intermediate",,complete,,fused,703PN phalanx2 Odocoileus v. almost complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.63,12.14,17.44,,9.02,9.31,13.08,,,,,,,,
Piedras Negras,EAP0629,PN-41D-6-1,,n/a,704PN,,,Mazama sp.,"phalanx, proximal",,complete,,fused,704PN phalanx1 Mazama a. complete.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.7,9.85,12.27,6.52,,7.57,7.41,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-15F-1-7,,n/a,799PN,,,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,799PN phalanx1 Odocoileus v. almost complete. Lateral proximal facet is broken GL suspect.  Specimen is remarkable for its smooth almost polished texture.  No date available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.25,12.76,15.13,8.97,,9.67,9.05,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-41C-1-3,,n/a,792PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.82,12.41,15,8.9,,10.89,9.99,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-2H-2-4,,n/a,794PN,Yaxche (A.D. 620-750=~A.D. 685),A.D.620-750,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.88,13.87,17.84,9.21,,11.49,10.26,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-23A-19-6,,n/a,795PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.39,14.51,17.51,10.1,,11.97,10.89,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-23A-15-1,,n/a,796PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,796PN phalanx1 Odocoileus v. almost complete. Significant erosion around the proximal articulation makes GL suspect all other measurements are sound.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.08,14.05,17.44,10.21,,10.66,10.39,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-41E-34-3,,n/a,779PN,"Chacalhaaz, Late",,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,779PN phalanx1 Odocoileus v. complete. Proximal epiphysis fused but open animal is under one year.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.18,13.4,16.34,9.71,,10.83,10.29,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-18-2,,n/a,782PN,"Chacalhaaz, Late",810-830,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.29,13.08,16.54,8.5,,11.66,9.99,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-7-2,,n/a,783PN,"Chacalhaaz, late",810-830,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.01,15.09,19.53,10.18,,13.43,11.76,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46G-10-2,,n/a,771PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,771PN phalanx1 Odocoileus v. complete 1 of 2 right side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.18,13.3,17.4,9.54,,11.39,10,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46G-10-2,,n/a,772PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,772PN phalanx1 Odocoileus v. complete 2 of 2 left side,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.98,12.72,16.58,9.14,,11.05,10.21,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46I-4-5,,n/a,765PN,Yaxche,630-730,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.18,14.75,18.36,10,,11.12,10.92,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-33F-3-3,,n/a,740PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16,14.18,18.03,9.52,,11.07,10.19,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-24A-10-2,,n/a,731PN,,,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,731PN phalanx Odocoileus v. complete multiple cut-marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.63,14.38,18.19,10.17,,12.3,11,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-24A-4-4,,n/a,732PN,Yaxche ,A.D.620-750,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.69,13.52,16.06,10.06,,11.11,10.41,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-26A-7-4,,n/a,725PN,Yaxche ,A.D.620-750,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.85,13.76,17.1,9.49,,10.54,10.09,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-25A-5-4,,n/a,727PN,Naba,A.D350-560,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.48,13.72,17.73,10.72,,11.8,11.03,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-26A-5-1,,n/a,722PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,"phalanx, proximal",,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.77,13.5,16.46,10.08,,12.68,10.37,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-54A-7-2,,n/a,806PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),730-?,Odocoileus virginianus,astragalus,left,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.88,35.04,30.63,22.16,19.35,19.44,22.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-46F-4-3,,n/a,756PN,"Chacalhaaz, late",810-830,Odocoileus virginianus,astragalus,left,complete,,fused,756PN astragalus Odocoileus v. complete. Beautifully preserved the bone feels good in the hand medial side has a slight arc/concave surface (not artifact).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.08,33.33,29.07,21.29,17.3,19.72,21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-33B-3-1,,n/a,749PN,,,Odocoileus virginianus,astragalus,left,complete,,fused,749PN astragalus Odocoileus v. complete.  No assigned date on the spread sheet but cattle bones in the bag suggest a historical date.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.32,34.76,29.62,22.85,19.03,21.26,23.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-41C-9-4,,n/a,778PN,"Yaxche, Early",,Odocoileus virginianus,calcaneum,left,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.3,21.93,24.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-62A-2-2,,n/a,807PN,Yaxche (A.D. 620-750=~A.D. 685),A.D.620-750,Odocoileus virginianus,"phalanx, proximal",left,complete,,fused,807PN phalanx1 Odocoileus v. complete.  Proximal epiphysis is fused but partially open.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.34,12.51,17.15,9.24,,11.12,10.03,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-23E-1-2,,n/a,734PN,,,Odocoileus virginianus,radius,left,,,fused,"734PN radius Odocoileus v. distal 70% proximal articulation broken Bp, Dp, and BfP are refit missing part of the shaft SD not available.  ",,,,,,,,,,,,,,,,,,,,34.53,20.52,32.66,NA,31.49,22.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-54A-6-2,,n/a,804PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),730-?,Odocoileus virginianus,astragalus,right,complete,,fused,"804PN astragalus Odocoileus v. almost complete, significant weathering of cortical surface and minor erosions.  All measurements are sound.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.59,33.6,29,23.18,18.78,18.35,23.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-33C-4-3,,n/a,748PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,astragalus,right,complete,,fused,748PN astragalus Odocoileus v. complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5,33.81,29.84,23.07,17.33,20.73,23.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-33E-58-2,,n/a,743PN,Chacalhaaz (A.D. 750 - 850 = ~A.D. 800),A.D.750-850,Odocoileus virginianus,astragalus,right,complete,,fused,743PN Astragalus Odocoileus v. 80% significant erosion specimen is desiccated and crumbly to touch measurements are suspect.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.78,31.01,27.02,22.44,16.3,16.87,20.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-41D-16-2,,n/a,701PN,,,Odocoileus virginianus,calcaneum,right,segment,,fused,701PN calcaneus Odocoileus articular segment 30% GB and GD only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.69,25.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-25A-5-1,,n/a,728PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,calcaneum,right,distal,,fused,728PN calcaneus Odocoileus v. inferior 70%  superior crest broken no GL available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.3,26.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-24A-9-4,,n/a,737PN,Naba (A.D. 350 - 560 = ~A.D. 455),A.D.350-560,Odocoileus virginianus,humerus,right,distal,,fused,737PN humerus Odocoileus v. distal 40% two of two significant erosion of lateral surface of the joint BT unavailable.,,,,,,,,,,,,,16.34,32.46,32.16,,23.54,17.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-41E-16-6,,n/a,777PN,Chacalhaaz,A.D.750-850,Odocoileus virginianus,humerus,right,distal,,fused,777PN humerus Odocoileus v. distal 20% trochanter only. Thin layer of concretion over most of the surface.  ,,,,,,,,,,,,,,35.48,31.05,32.55,23.87,18.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-62A-4-2,,n/a,809PN,,,Odocoileus virginianus,"phalanx, intermediate",right,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.15,13.79,19.27,,10.34,10.95,14.56,,,,,,,,
Piedras Negras,EAP0629,PN-62A-9-1,,n/a,808PN,Yaxche (A.D. 620-750=~A.D. 685),A.D.620-750,Odocoileus virginianus,"phalanx, proximal",right,complete,,fused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.45,13.06,17.54,9.49,,11.09,10.09,,,,,,,,,,,,,,,
Piedras Negras,EAP0629,PN-56A-5-6,,n/a,813PN,,,Odocoileus virginianus,radius,right,almost complete,,fused,813PN radius Odocoileus v. proximal 50%,,,,,,,,,,,,,,,,,,,,31.6,19.62,29.8,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
