materialSampleID,sitename,verbatimEventDate,sex,measurementSide,verbatimLocality,scientificName,measurementValue,minimumChronometricAge,maximumChronometricAge,measurementType,individualID,measurementUnit,observationID
HGSV13245L,,,unknown,right,new,Hippotherium sumegense,NA,8.5,NA,{metacaral proximal breadth},HGSV13245L,mm,da6975e4-9d65-45a3-9323-73c2be03ac04
HGS4283A,,,unknown,left,new,Hippotherium csakvarense,37.8,9.0,NA,{metacaral proximal breadth},HGS4283A,mm,be32762b-bb83-4b14-80c8-679b0954abaf
HGS4283B,,,unknown,left,new,Hippotherium csakvarense,38.9,9.0,NA,{metacaral proximal breadth},HGS4283B,mm,ccfea6c6-a3f1-47a8-8f9d-c20aa21106bb
HGS4283C,,,unknown,right,new,Hippotherium csakvarense,37.4,9.0,NA,{metacaral proximal breadth},HGS4283C,mm,81578f08-457d-4b44-abdc-e17703917f92
MAFI06/4283,,,unknown,left,new,Hippotherium csakvarense,37,9.0,NA,{metacaral proximal breadth},MAFI06/4283,mm,3d59a4f9-7adf-4beb-ac21-c4064f0a1f1b
MAFIRLB9502,,,unknown,left,new,Hippotherium csakvarense,40.3,9.0,NA,{metacaral proximal breadth},MAFIRLB9502,mm,11246b9e-658b-42ff-b6c8-2db2970c76b5
MAFIRLB9503,,,unknown,right,new,Hippotherium csakvarense,37.4,9.0,NA,{metacaral proximal breadth},MAFIRLB9503,mm,4eebfdb3-0507-46d8-90dd-25d952e80a7c
HGS417/10,,,unknown,left,new,Hippotherium microdon,34.6,7.0,NA,{metacaral proximal breadth},HGS417/10,mm,aea5227b-c404-463d-9c47-e74a9aa2b9d8
HGS417/15,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{metacaral proximal breadth},HGS417/15,mm,adc39b32-5e5c-4f48-a3ce-c81ae11bcb29
HGS417/2,,,unknown,left,new,Hippotherium microdon,36,7.0,NA,{metacaral proximal breadth},HGS417/2,mm,c7dedf9c-c831-403b-aee0-0c0a02d33f56
HGS417/3,,,unknown,left,new,Hippotherium microdon,35.3,7.0,NA,{metacaral proximal breadth},HGS417/3,mm,81a69df8-429c-4b01-a3e5-387f1eb9c925
HGS417/9,,,unknown,left,new,Hippotherium microdon,31.9,7.0,NA,{metacaral proximal breadth},HGS417/9,mm,ad7600e8-c2bc-4081-a71c-8ae46831a739
HGS418/5,,,unknown,left,new,Hippotherium microdon,35.7,7.0,NA,{metacaral proximal breadth},HGS418/5,mm,464b5fe7-ed3e-409f-93e2-2d8cb21ea235
HGS418/6,,,unknown,right,new,Hippotherium microdon,36,7.0,NA,{metacaral proximal breadth},HGS418/6,mm,eecf0d21-cfc3-4e42-ad3f-6c458100d3b0
HGS418/7,,,unknown,right,new,Hippotherium microdon,37.1,7.0,NA,{metacaral proximal breadth},HGS418/7,mm,df106487-1493-40e1-b2ba-13b0f4572a03
MAFIBalt361,,,unknown,left,new,Hippotherium microdon,NA,7.0,NA,{metacaral proximal breadth},MAFIBalt361,mm,1dae0d46-533f-402a-9983-cff227ae7327
MAFIBalt476L,,,unknown,right,new,Hippotherium microdon,NA,7.0,NA,{metacaral proximal breadth},MAFIBalt476L,mm,9941f022-c806-405b-a249-50981b9926b6
MAFIBalt738L,,,unknown,right,new,Hippotherium microdon,34.9,7.0,NA,{metacaral proximal breadth},MAFIBalt738L,mm,3cca0538-d966-43db-b8ae-9c6954919fe5
MAFIOB3207A,,,unknown,left,new,Hippotherium microdon,36,7.0,NA,{metacaral proximal breadth},MAFIOB3207A,mm,45916b90-f94d-435d-a5ed-419ce01584e3
MAFIOB3207B,,,unknown,left,new,Hippotherium microdon,37.8,7.0,NA,{metacaral proximal breadth},MAFIOB3207B,mm,e5106d82-12e6-4765-ad16-a494796c901d
MAFIOB3207C,,,unknown,right,new,Hippotherium microdon,36.3,7.0,NA,{metacaral proximal breadth},MAFIOB3207C,mm,09132d48-bb68-4ec8-8445-28db29969735
MAFIOB3207D,,,unknown,norecord,new,Hippotherium microdon,NA,7.0,NA,{metacaral proximal breadth},MAFIOB3207D,mm,5ee90ef6-42c0-4ce9-b486-db3caeae6dad
MAFIV11255A,,,unknown,right,new,Hippotherium microdon,40.3,7.0,NA,{metacaral proximal breadth},MAFIV11255A,mm,4ffff206-2fd4-44f0-b240-3a0b6b2bb439
MAFIV11255B,,,unknown,right,new,"Hipparion" sp.,39.6,7.0,NA,{metacaral proximal breadth},MAFIV11255B,mm,1ca350f9-8382-4fb2-8b71-d76563d638cb
MAFIV11255C,,,unknown,right,new,"Hipparion" sp.,38.8,7.0,NA,{metacaral proximal breadth},MAFIV11255C,mm,419cd784-4de4-4f2d-9510-6f95e64897b5
MAFIV11255D,,,unknown,left,new,"Hipparion" sp.,38.3,7.0,NA,{metacaral proximal breadth},MAFIV11255D,mm,91713f9b-26fa-47c4-a3f0-54ce30a9effe
MAFIV11255E,,,unknown,right,new,"Hipparion" sp.,40.7,7.0,NA,{metacaral proximal breadth},MAFIV11255E,mm,cf94bcc6-640d-48f8-b70b-2498b178e623
MAFIV11255F,,,unknown,right,new,"Hipparion" sp.,NA,7.0,NA,{metacaral proximal breadth},MAFIV11255F,mm,dfcbe46a-48a9-4f84-a465-d4aa07924322
MAFIV11255G,,,unknown,right,new,"Hipparion" sp.,40.9,7.0,NA,{metacaral proximal breadth},MAFIV11255G,mm,f76074d1-71e3-4373-8f04-af3b5574f019
MAFIV11257L,,,unknown,right,new,"Hipparion" sp.,40.3,7.0,NA,{metacaral proximal breadth},MAFIV11257L,mm,19407a4f-2b5e-4318-95ee-2eff58690a8d
HGS2791/A,,,unknown,left,new,Hippotherium primigenium,37.3,7.0,NA,{metacaral proximal breadth},HGS2791/A,mm,500ec740-aa4f-4653-b746-8e4884a15eba
HGS2791/C,,,unknown,left,new,Hippotherium primigenium,38.5,7.0,NA,{metacaral proximal breadth},HGS2791/C,mm,e74fb269-0991-4072-b1ef-eff53ecda0f3
HGS2791/D,,,unknown,right,new,Hippotherium primigenium,NA,7.0,NA,{metacaral proximal breadth},HGS2791/D,mm,8b3fd61b-d1ef-4881-8769-dedef9005244
MAFIV06/2791b,,,unknown,left,new,"Hipparion" sp. lg,39.5,7.0,NA,{metacaral proximal breadth},MAFIV06/2791b,mm,1339725c-8bf6-4522-a744-b9d50ba584f5
IGF8192,,,unknown,right,new,"Hipparion" sp.,38,6.7,NA,{metacaral proximal breadth},IGF8192,mm,c1f08e7c-7915-40f2-a67a-2e649564a310
IGF8192F,,,unknown,right,new,Hippotherium malpassii,39.3,6.7,NA,{metacaral proximal breadth},IGF8192F,mm,89cfe20e-6255-44d7-b5e6-6ae9adcb8031
IGFMC32,,,unknown,right,new,Hippotherium malpassii,42.1,6.7,NA,{metacaral proximal breadth},IGFMC32,mm,6569372f-e224-43a0-93e1-ea1392fdd835
NHBJH144,,,unknown,norecord,new,Hippotherium malpassii,NA,6.7,NA,{metacaral proximal breadth},NHBJH144,mm,359c4134-4380-4638-aff7-f8771d6b1433
NHBJH168,,,unknown,right,new,Hippotherium malpassii,NA,6.7,NA,{metacaral proximal breadth},NHBJH168,mm,728dbb58-a186-4ba7-b21f-ed8b125d6a8b
NHBJH169,,,unknown,left,new,Hippotherium malpassii,NA,6.7,NA,{metacaral proximal breadth},NHBJH169,mm,a4e19eb1-384e-48c3-bdb5-1fc533c59df3
NHBJH194-195,,,unknown,right,new,Hippotherium malpassii,NA,6.7,NA,{metacaral proximal breadth},NHBJH194-195,mm,9c6321cc-ac1e-47d1-a8a3-7d7ac483c151
MNHN1951_9R,,,unknown,right,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN1951_9R,mm,6a7fd4f8-1046-4d8b-9d1f-2b4942568708
MNHN1951-9-120R,,,unknown,right,new,"Cormohipparion" africanum,37.6,10.5,NA,{metacaral proximal breadth},MNHN1951-9-120R,mm,59b6bee3-4fdd-4c12-ba4e-16a2246b5408
MNHN1951-9-17R,,,unknown,left,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN1951-9-17R,mm,5bea86b5-7f1d-4214-91b5-9205cee814d7
MNHN1951-9-26R,,,unknown,left,new,"Cormohipparion" africanum,40,10.5,NA,{metacaral proximal breadth},MNHN1951-9-26R,mm,61b3dbb9-0d2f-4a05-b60e-79dbed343a32
MNHN1951-9-28R,,,unknown,left,new,"Cormohipparion" africanum,37,10.5,NA,{metacaral proximal breadth},MNHN1951-9-28R,mm,69b134cf-f076-43e5-b278-bf0b6f9ec29c
MNHN1951-9-5TypeR,,,unknown,right,new,"Cormohipparion" africanum,40.3,10.5,NA,{metacaral proximal breadth},MNHN1951-9-5TypeR,mm,db12b57e-b578-4e34-b2c9-939926cc91ae
MNHN9,,,unknown,no record,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN9,mm,6b2f54c9-b783-433d-8b5d-eebf780e3c28
MNHN9120,,,unknown,no record,new,"Cormohipparion" africanum,37.6,10.5,NA,{metacaral proximal breadth},MNHN9120,mm,5ea253e1-4080-4f32-8bfd-781be27e79f0
MNHN917,,,unknown,no record,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN917,mm,b4b98e33-caf1-4b1a-ae12-657415b872ff
MNHN926,,,unknown,no record,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN926,mm,1ccf2b2a-53a9-41db-81fc-9ba2812189f3
MNHN928,,,unknown,no record,new,"Cormohipparion" africanum,0,10.5,NA,{metacaral proximal breadth},MNHN928,mm,b42eef64-75dd-452e-8fe3-ee5b05d1210c
MNHN95,,,unknown,no record,new,"Cormohipparion" africanum,40.3,10.5,NA,{metacaral proximal breadth},MNHN95,mm,e2c0fc59-687b-4f61-96d9-83a9e0fe57c5
KNM-LT25450,,,unknown,left,new,Eurygnathohippus feibeli,NA,7.0,NA,{metacaral proximal breadth},KNM-LT25450,mm,b245bc9d-5da1-4abe-9ac7-a3071c30d7a2
KNM-LT139A,,,unknown,left,new,Eurygnathohippus feibeli,38.6,6.5,NA,{metacaral proximal breadth},KNM-LT139A,mm,01de47e8-6493-413b-84d6-a6db4067a11b
KNM-LT22871,,,unknown,right,new,Sivalhippus turkanensis,51.3,6.5,NA,{metacaral proximal breadth},KNM-LT22871,mm,699c03ef-4c42-4a0b-8213-e78309b637b9
KNM-LT26582,,,unknown,right,new,Eurygnathohippus feibeli,NA,6.5,NA,{metacaral proximal breadth},KNM-LT26582,mm,3c897244-3e74-413e-82c9-e9b5edaf0241
KNM-LU050,,,unknown,right,new,Eurygnathohippus cf. feibeli,NA,7.0,NA,{metacaral proximal breadth},KNM-LU050,mm,f5afece2-f2d2-4205-8382-cdde788de9ff
KNM-LU187,,,unknown,left,new,Eurygnathohippus cf. feibeli,NA,7.0,NA,{metacaral proximal breadth},KNM-LU187,mm,4728257f-491d-4adf-9869-ed0b8917d2c7
BMNHM14366a,,,unknown,left,new,Eurygnathohippus sp.,NA,?,NA,{metacaral proximal breadth},BMNHM14366a,mm,5ea71a96-c547-4feb-923b-cbf3e66c16ca
BMNHM14366b,,,unknown,right,new,Eurygnathohippus sp. sm.,NA,?,NA,{metacaral proximal breadth},BMNHM14366b,mm,7b718564-11e3-4d91-ae1c-cf9841825801
BMNHM14434b,,,unknown,left,new,Eurygnathohippus sp.,44.7,?,NA,{metacaral proximal breadth},BMNHM14434b,mm,f9a54f05-1e36-4727-91b9-17e51039705a
BMNHM14437,,,unknown,left,new,Eurygnathohippus sp.,44.8,?,NA,{metacaral proximal breadth},BMNHM14437,mm,cf39b0b7-8a5e-40e9-9042-37e1b11fac10
BMNHM31939,,,unknown,right,new,Eurygnathohippus sp. sm.,38.9,?,NA,{metacaral proximal breadth},BMNHM31939,mm,75d846fc-174d-427a-b424-a09dda83a127
BMNHMnonumb,,,unknown,left,new,Eurygnathohippus sp. sm.,NA,?,NA,{metacaral proximal breadth},BMNHMnonumb,mm,5244437e-793d-402f-845a-74403e8ee4f3
MNHM31939,,,unknown,right,new,Eurygnathohippus sp.,39.2,?,NA,{metacaral proximal breadth},MNHM31939,mm,36ab12eb-b049-49c0-b615-25b59b293b5b
NMTEP067/3853,,,unknown,norecord,new,Equus sp.,49.31,?,NA,{metacaral proximal breadth},NMTEP067/3853,mm,7560aaa5-e204-40fc-9b55-9f35345c69a0
RMNH_RLB1,1952 GRC top,,unknown,left,new,Equus sp.,53,NA,NA,{metacaral proximal breadth},RMNH_RLB1,mm,8dceb6f1-32ef-4075-add5-9acae76bce5e
RMNH_RLB4,62JK2/B11,,unknown,left,new,Eurygnathohippus sp.,NA,NA,NA,{metacaral proximal breadth},RMNH_RLB4,mm,eeec9472-a794-4357-940a-1881e8f03127
RMNH1279,,,unknown,norecord,new,Equid,53.14,?,NA,{metacaral proximal breadth},RMNH1279,mm,88b03e92-7aa9-483b-8c53-2332fec17525
RMNH1279RLB,FLKN1 NI,,unknown,left,new,Equus sp.,54.3,NA,NA,{metacaral proximal breadth},RMNH1279RLB,mm,97e49218-5620-4709-9785-2f87adafa5d3
RMNH131,,,unknown,norecord,new,Eurygnathohippus sp.,NA,?,NA,{metacaral proximal breadth},RMNH131,mm,189d3eb8-8f73-424e-a33a-0d83fe47fe8e
RMNH132,,,unknown,norecord,new,Equid,NA,?,NA,{metacaral proximal breadth},RMNH132,mm,0fd945f1-9144-43f1-9dac-52baacab18d0
RMNH148ARLB, ,,unknown,left,new,Equus sp.,54,NA,NA,{metacaral proximal breadth},RMNH148ARLB,mm,12ed89e3-0216-4d0d-90bc-14c23250cafa
RMNH167,,,unknown,norecord,new,Equid,41.26,?,NA,{metacaral proximal breadth},RMNH167,mm,7edb1a45-b820-4437-bc74-2ec1437ed519
RMNH1793,,,unknown,norecord,new,Equid,NA,?,NA,{metacaral proximal breadth},RMNH1793,mm,9ea1db37-52b7-4d28-b204-b3e7125b5d2c
RMNH204,,,unknown,norecord,new,,50.97,?,NA,{metacaral proximal breadth},RMNH204,mm,16686ab4-172d-4ebc-b1bb-55d5ae3b1918
RMNH204RLB,FLKI dig F/5,,unknown,right,new,,50,NA,NA,{metacaral proximal breadth},RMNH204RLB,mm,6fc8fad7-f49c-4f18-8122-b38dcdda1792
RMNH2437,,,unknown,norecord,new,,59.72,?,NA,{metacaral proximal breadth},RMNH2437,mm,bb3f7496-3225-4444-b2d0-6adead58224b
RMNH2437RLB,TKII/OLD63,,unknown,left,new,Equus sp.,59.9,NA,NA,{metacaral proximal breadth},RMNH2437RLB,mm,a2cbbb36-e85a-4a1b-8f32-76178a9ab882
RMNH2437RLB,TKII 63,,unknown,left,new,Equus sp.,59.4,NA,NA,{metacaral proximal breadth},RMNH2437RLB,mm,0aa55df2-f428-47d4-accc-d8e90f75f280
RMNH275,,,unknown,norecord,new,Equus sp.,50.47,?,NA,{metacaral proximal breadth},RMNH275,mm,8953a295-31a3-41b7-8d59-52e2b80c781e
RMNH2750,,,unknown,norecord,new,Equus sp.,40.88,?,NA,{metacaral proximal breadth},RMNH2750,mm,93f5eaa9-59ca-46f5-b696-18b2f367848a
RMNH3,,,unknown,norecord,new,,41.94,?,NA,{metacaral proximal breadth},RMNH3,mm,e69efd8a-2508-49e1-9f73-f1709fb059d8
RMNH345,,,unknown,norecord,new,,50,?,NA,{metacaral proximal breadth},RMNH345,mm,ee99242d-bf93-4e10-b0bd-e2be30895d0c
RMNH346,,,unknown,norecord,new,Equus sp.,53.2,?,NA,{metacaral proximal breadth},RMNH346,mm,5fd66942-aab2-4bbc-bb26-eb7605fdbbbf
RMNH366,,,unknown,norecord,new,Equus sp.,43.12,?,NA,{metacaral proximal breadth},RMNH366,mm,ed879331-0d2d-46b4-a22e-48f7ce4238d3
RMNH367,,,unknown,norecord,new,Equus sp.,52.91,?,NA,{metacaral proximal breadth},RMNH367,mm,f7196670-0dbe-4046-816a-96fbef9032cf
RMNH3853RLB,FLKNN1 TT12 067,,unknown,left,new,Equus sp.,47.8,NA,NA,{metacaral proximal breadth},RMNH3853RLB,mm,992153c1-3ace-4222-82b6-b6bf0e1da1ed
RMNH4298,,,unknown,norecord,new,Equid,53.91,?,NA,{metacaral proximal breadth},RMNH4298,mm,fb28c833-b11c-46a2-b7c9-d26286b80d5c
RMNH487,,,unknown,norecord,new,,NA,?,NA,{metacaral proximal breadth},RMNH487,mm,35b439f6-d137-45b9-9fb5-ea80b4b4573c
RMNH5069RLB,FLKI dig,,unknown,right,new,Equus sp. sm.,47.6,NA,NA,{metacaral proximal breadth},RMNH5069RLB,mm,a4151fcc-5dc4-454c-8f96-dd072b80d0c7
RMNH507,,,unknown,norecord,new,,54.95,?,NA,{metacaral proximal breadth},RMNH507,mm,7db21ebf-ffd0-461c-b9c9-6702516675f0
RMNH5163,,,unknown,norecord,new,Equid,57.48,?,NA,{metacaral proximal breadth},RMNH5163,mm,2bfc0fc2-7499-4f1c-8081-cb7c6de87c13
RMNH566,,,unknown,norecord,new,Eurygnathohippus sp.,52.44,?,NA,{metacaral proximal breadth},RMNH566,mm,18e78b10-1d90-44da-a033-9457c9036c29
RMNH5668,,,unknown,norecord,new,Eurygnathohippus sp.,47.16,?,NA,{metacaral proximal breadth},RMNH5668,mm,1778bd77-603b-4473-9b71-08a4a536d066
RMNH566RLB,HWKII 1959,,unknown,right,new,Equus sp.,50.5,NA,NA,{metacaral proximal breadth},RMNH566RLB,mm,f9faca69-a4de-45ad-a8d5-6c26b140517b
RMNH57,,,unknown,norecord,new,Eurygnathohippus sp.,52.69,?,NA,{metacaral proximal breadth},RMNH57,mm,4f2ea0c4-2e8b-4417-bcc3-4567d9ad961a
RMNH576,,,unknown,norecord,new,Eurygnathohippus sp.,42.82,?,NA,{metacaral proximal breadth},RMNH576,mm,c54d75dc-6faf-47ed-99b0-979690732d5d
RMNH57RLB,HWKEII 57,,unknown,right,new,Equus sp.,51.8,NA,NA,{metacaral proximal breadth},RMNH57RLB,mm,392a9468-8d4a-4e8c-8cc2-79fd2e7745f0
RMNH57RLB,HWK EII 57,,unknown,right,new,Equus sp.,51.5,NA,NA,{metacaral proximal breadth},RMNH57RLB,mm,3723e1d9-5310-4101-b85f-859cac77c736
RMNH6068,,,unknown,norecord,new,Equus sp.,47.67,?,NA,{metacaral proximal breadth},RMNH6068,mm,d46bbfba-8299-4f85-ad0f-251df17a6c9c
RMNH677RLB,1953 GRC 11 Top,,unknown,left,new,Equus sp.,53,NA,NA,{metacaral proximal breadth},RMNH677RLB,mm,d9f423df-d88d-444b-8ad6-dfade895e109
RMNH680,,,unknown,norecord,new,Equus sp.,45.7,?,NA,{metacaral proximal breadth},RMNH680,mm,809cfd2d-44d8-4b95-bf02-d28e656303cf
RMNH728,,,unknown,norecord,new,Equus sp.,51.64,?,NA,{metacaral proximal breadth},RMNH728,mm,5428367c-30e6-4501-b3bf-d7cf832526c6
RMNH7294,,,unknown,norecord,new,Equus sp.,55.48,?,NA,{metacaral proximal breadth},RMNH7294,mm,02a0d0eb-36b7-4bb1-ad91-213c144d4c89
RMNH729HRLB,FLKN1,,unknown,right,new,Equus sp.,53.5,NA,NA,{metacaral proximal breadth},RMNH729HRLB,mm,d1b2311c-3849-47f9-a6f1-2172140cd39c
RMNH7336,,,unknown,norecord,new,Eurygnathohippus sp.,57.14,?,NA,{metacaral proximal breadth},RMNH7336,mm,7400a13d-be22-4bca-987e-2fd6a4f42fc7
RMNH7693,,,unknown,norecord,new,Eurygnathohippus sp.,46.2,?,NA,{metacaral proximal breadth},RMNH7693,mm,663a0432-c128-4034-92c7-f3102838276c
RMNH7693RLB,FLKN1 TRIII Lg/1-2,,unknown,right,new,Eurygnathohippus sp.,47,NA,NA,{metacaral proximal breadth},RMNH7693RLB,mm,08a63e24-034a-496e-ae3c-d41fdf7ea874
RMNH7802,,,unknown,norecord,new,Equid,55.24,?,NA,{metacaral proximal breadth},RMNH7802,mm,373a5a92-dc09-4219-b0d6-7fc2c726960b
RMNH783RLB,52 1941,,unknown,left,new,Eurygnathohippus sp.,42.8,NA,NA,{metacaral proximal breadth},RMNH783RLB,mm,5812a745-9ac9-4d1b-bb2e-55b53f8adaeb
RMNH9274,,,unknown,norecord,new,Equid,53.01,?,NA,{metacaral proximal breadth},RMNH9274,mm,d4aaaf3d-ff02-435c-9f3b-389480c402ec
RMNH933,,,unknown,norecord,new,Equus sp.,44.29,?,NA,{metacaral proximal breadth},RMNH933,mm,036d5cca-4206-43e1-be27-57c025380726
RMNH934,,,unknown,norecord,new,Equus sp.,52.43,?,NA,{metacaral proximal breadth},RMNH934,mm,e4ef512d-4a01-4f3b-87e3-f64c6cd385e7
RMNH935,,,unknown,norecord,new,Equus sp.,45.9,?,NA,{metacaral proximal breadth},RMNH935,mm,4b978fcb-b8be-43e1-9bd7-29fc34b89364
RMNH948,,,unknown,norecord,new,Equid,NA,?,NA,{metacaral proximal breadth},RMNH948,mm,60afed9e-415f-4fbd-bdc7-0296cef50193
RMNHF45,,,unknown,norecord,new,Equus sp.,44.4,?,NA,{metacaral proximal breadth},RMNHF45,mm,c23906cf-7ce7-4514-b026-8026f1f25910
RMNHF791RLB,S IV,,unknown,left,new,Equus sp.,55.8,NA,NA,{metacaral proximal breadth},RMNHF791RLB,mm,730fda94-c0bf-4773-a397-de293765c4f8
RMNHF791RLB,SIV 1941,,unknown,left,new,Equus sp.,55.6,NA,NA,{metacaral proximal breadth},RMNHF791RLB,mm,03e01738-b50a-4bf1-8998-650b09443c85
RMNHF816RLB,S4 441,,unknown,right,new,Eurygnathohippus sp.,NA,NA,NA,{metacaral proximal breadth},RMNHF816RLB,mm,9747d1d7-0b36-4659-9cbb-85f5b9535593
RMNHH298RLB,DKI_L3,,unknown,left,new,Equus sp.,52,NA,NA,{metacaral proximal breadth},RMNHH298RLB,mm,eba5dd7d-5ffe-47c5-9ad7-f63726e2bc82
RMNHL211RLB,FLKN1 60,,unknown,right,new,Equus sp.,48.5,NA,NA,{metacaral proximal breadth},RMNHL211RLB,mm,a59fbd4f-18b1-4a88-8548-d72da2f9c8a9
RMNHV959RLB,HWKII ,,unknown,right,new,Equus sp.,50.5,NA,NA,{metacaral proximal breadth},RMNHV959RLB,mm,e85db087-aded-499b-9176-d94335ce8df7
BMNHM16985,,,unknown,left,new,Eurygnathohippus sp. sm.,NA,1.2,NA,{metacaral proximal breadth},BMNHM16985,mm,f6c47810-6320-46e4-86da-7bf7ecb7816d
BMNHM16985,,,unknown,right,new,Eurygnathohippus sp. sm.,NA,1.2,NA,{metacaral proximal breadth},BMNHM16985,mm,a4ee8964-bfda-41d2-9f1d-f9a70a5a7421
SAMPQL10449,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5+K16691,K16975,{metacaral proximal breadth},SAMPQL10449,mm,81847db7-57e3-4133-9272-080b2df4ab3d
SAMPQL11915,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL11915,mm,dc9f4a31-d7ab-4739-b94f-02663ad32fed
SAMPQL12089,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL12089,mm,5845aee8-5ae0-4f8c-bdbb-7969d19c3fc1
SAMPQL14037,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,38,5.00,NA,{metacaral proximal breadth},SAMPQL14037,mm,5db79be5-e9cb-4d2c-9ef2-8505f4a1f9da
SAMPQL20541,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,40.8,5.00,NA,{metacaral proximal breadth},SAMPQL20541,mm,747f9d44-55c9-4237-9e7d-302708207710
SAMPQL21295,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,39.6,5.00,NA,{metacaral proximal breadth},SAMPQL21295,mm,9de7daec-7dd3-4529-aa7d-3a6bbdbbfa45
SAMPQL2148,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,38.6,5.00,NA,{metacaral proximal breadth},SAMPQL2148,mm,e1ccaf33-8ab5-42c3-98b0-eaf2482cfccc
SAMPQL21826,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,40,5.00,NA,{metacaral proximal breadth},SAMPQL21826,mm,cb7bdec7-45df-4c2d-8de8-55580bb23f17
SAMPQL41540,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL41540,mm,05754ef3-8ad7-411e-b4c6-649fa0b59fd2
SAMPQL41540,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL41540,mm,3e73ae0a-4ed2-4934-8e77-b579f8349ceb
SAMPQL42484,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL42484,mm,b1d317b8-acb5-4e05-9605-4fde78f6d8cb
SAMPQL4649,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL4649,mm,3d4b80f0-eaa1-47c1-8e20-7c5b23a25fe9
SAMPQL48309,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,41.2,5.00,NA,{metacaral proximal breadth},SAMPQL48309,mm,8a724cf4-3576-4e91-a078-99c9fc4df457
SAMPQL5576,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,39.1,5.00,NA,{metacaral proximal breadth},SAMPQL5576,mm,3cb4e026-e6a6-479f-b86d-87cea704b3d1
SAMPQL60788,E Quarry,,unknown,right,new,Eurygnathohippus hooijeri,NA,5.00,NA,{metacaral proximal breadth},SAMPQL60788,mm,f6ec02a7-19a7-4e74-b5bc-55c122f7d9e3
SAMPQL7564,E Quarry,,unknown,left,new,Eurygnathohippus hooijeri,38.3,5.00,NA,{metacaral proximal breadth},SAMPQL7564,mm,0f2b7813-6d3b-429c-a654-9ea5f7f8e972
AMNH83602,,,male,left,new,Equus zebra zebra,49.5,recent,NA,{metacaral proximal breadth},AMNH83602,mm,65dbbbb3-e456-4e28-ac68-263323a22866
AMNH267814,,,male,left,new,Equus quagga,48.2,recent,NA,{metacaral proximal breadth},AMNH267814,mm,12ce1fc1-6e93-4b1e-a00c-c485bd8807ed
EA11RLB8,,,unknown,left,new,Cormohipparion aff. sinapensis,0,10.8,NA,{metacaral proximal breadth},EA11RLB8,mm,f614e17b-c388-455b-9ca7-e8d773c670cc
EA12RLB9,,,unknown,left,new,Cormohipparion aff. sinapensis,38.9,10.8,NA,{metacaral proximal breadth},EA12RLB9,mm,1d4681d4-f4c8-41ab-b0e9-77b80a914de2
EA2RLB10,,,unknown,left,new,Cormohipparion aff. sinapensis,39.8,10.8,NA,{metacaral proximal breadth},EA2RLB10,mm,910ff6b3-9f06-48e5-bc07-d43531563b4d
EA4RLB17,,,unknown,right,new,Cormohipparion aff. sinapensis,39.6,10.8,NA,{metacaral proximal breadth},EA4RLB17,mm,2d16ccad-d49b-4f3e-b1d5-432da447a985
EA5RLB12,,,unknown,right,new,Cormohipparion aff. sinapensis,40.8,10.8,NA,{metacaral proximal breadth},EA5RLB12,mm,bdd41c80-e2fb-4542-9df7-0e8e1764892b
EA6RLB13,,,unknown,left,new,Cormohipparion aff. sinapensis,0,10.8,NA,{metacaral proximal breadth},EA6RLB13,mm,9aacf835-2388-4ff6-885c-556e2a1a4bb8
EARLB16,,,unknown,left,new,Cormohipparion aff. sinapensis,40.6,10.8,NA,{metacaral proximal breadth},EARLB16,mm,7586708e-e698-4770-91a6-126eb6c0332d
AS89/188,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{metacaral proximal breadth},AS89/188,mm,f3dc3fa8-4eea-4d65-bec8-b963ad96aea1
AS89/192,,,unknown,right,new,"Hipparion" sp.,0,10.8,9.0,{metacaral proximal breadth},AS89/192,mm,8c430b24-9c39-423a-b116-92e9d857a8f4
